Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,Label,Size [vox],WA(),STD()
2020-09-07 18:00:57,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-balgrist03/dwi/dti_RD.nii.gz,1:13,2:5,white matter,703.0975648575632,0.00045706515902399193,0.00027067468183236123
2020-09-07 18:01:03,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-fslPrisma06/dwi/dti_RD.nii.gz,1:13,2:5,white matter,924.1441847892597,0.000644739559403995,0.00032177713239901854
2020-09-07 18:01:54,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-geneva04/dwi/dti_RD.nii.gz,1:11,2:5,white matter,635.4510614682367,0.0005462234266955067,0.0002752853861169332
2020-09-07 18:02:59,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-vuiisAchieva02/dwi/dti_RD.nii.gz,0:13,2:5,white matter,1127.3266890999294,0.0005202292157826394,0.0003604617450842692
2020-09-07 18:05:28,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib03/dwi/dti_RD.nii.gz,0:13,2:5,white matter,948.6680971677877,0.00042728588995119923,0.00024522871580750014
2020-09-07 18:06:08,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoIngenia03/dwi/dti_RD.nii.gz,1:13,2:5,white matter,913.1538082908776,0.0005502484093603393,0.00035351771185445355
2020-09-07 18:06:15,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mniPilot1/dwi/dti_RD.nii.gz,1:12,2:5,white matter,779.8401395228618,0.0005137472381300725,0.00029010392348887277
2020-09-07 18:06:16,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib07/dwi/dti_RD.nii.gz,1:13,2:5,white matter,988.1180124825322,0.0006147076033901682,0.0003046896727861184
2020-09-07 18:06:34,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoSkyra03/dwi/dti_RD.nii.gz,0:13,2:5,white matter,896.6157180918169,0.000464133015922295,0.0003045043699452122
2020-09-07 18:06:34,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-pavia03/dwi/dti_RD.nii.gz,2:13,2:5,white matter,729.6912111100628,0.0005197929582215536,0.0002558344025095215
