Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,Label,Size [vox],WA(),STD()
2020-09-07 18:00:52,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-balgrist03/dwi/dti_FA.nii.gz,1:13,2:5,white matter,703.0975648575632,0.7346042242118626,0.14108116999002066
2020-09-07 18:00:58,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-fslPrisma06/dwi/dti_FA.nii.gz,1:13,2:5,white matter,924.1441847892597,0.6159934348170468,0.1578717119933201
2020-09-07 18:01:49,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-geneva04/dwi/dti_FA.nii.gz,1:11,2:5,white matter,635.4510614682367,0.6693625666256976,0.15259811380784863
2020-09-07 18:02:54,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-vuiisAchieva02/dwi/dti_FA.nii.gz,0:13,2:5,white matter,1127.3266890999294,0.7079551950697213,0.16154014398497238
2020-09-07 18:05:23,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib03/dwi/dti_FA.nii.gz,0:13,2:5,white matter,948.6680971677877,0.7396537778771812,0.1462384697003248
2020-09-07 18:06:02,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoIngenia03/dwi/dti_FA.nii.gz,1:13,2:5,white matter,913.1538082908776,0.7099084064261626,0.15455804552136682
2020-09-07 18:06:06,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mniPilot1/dwi/dti_FA.nii.gz,1:12,2:5,white matter,779.8401395228618,0.720081650002189,0.1384052434373508
2020-09-07 18:06:09,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib07/dwi/dti_FA.nii.gz,1:13,2:5,white matter,988.1180124825322,0.6222913258640921,0.16449388767693923
2020-09-07 18:06:25,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoSkyra03/dwi/dti_FA.nii.gz,0:13,2:5,white matter,896.6157180918169,0.7384500550387463,0.1480715156221154
2020-09-07 18:06:26,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-pavia03/dwi/dti_FA.nii.gz,2:13,2:5,white matter,729.6912111100628,0.6979059327288348,0.14379547850916377
2020-09-07 18:06:52,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-fslAchieva01/dwi/dti_FA.nii.gz,0:12,2:5,white matter,829.6173623691666,0.8045330739705929,0.17048230960961291
2020-09-07 18:06:55,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-beijingVerio03/dwi/dti_FA.nii.gz,0:14,2:5,white matter,610.4346481338819,0.7401193053288094,0.11477200048559481
2020-09-07 18:06:55,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tehranS02/dwi/dti_FA.nii.gz,1:12,2:5,white matter,945.4034992109881,0.6781432021705625,0.1498223757131127
