Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,Label,Size [vox],WA(),STD()
2020-09-07 18:00:54,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-balgrist03/dwi/dti_MD.nii.gz,1:13,2:5,white matter,703.0975648575632,0.0009566655496170967,0.00025926767184557704
2020-09-07 18:01:00,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-fslPrisma06/dwi/dti_MD.nii.gz,1:13,2:5,white matter,924.1441847892597,0.0010521356682612177,0.00030475851485373855
2020-09-07 18:01:51,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-geneva04/dwi/dti_MD.nii.gz,1:11,2:5,white matter,635.4510614682367,0.0009945736696284565,0.00026117281766145677
2020-09-07 18:02:57,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-vuiisAchieva02/dwi/dti_MD.nii.gz,0:13,2:5,white matter,1127.3266890999294,0.0010173876117769035,0.00035531161983732115
2020-09-07 18:05:25,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib03/dwi/dti_MD.nii.gz,0:13,2:5,white matter,948.6680971677877,0.0009079041528464044,0.00022185221406937188
2020-09-07 18:06:04,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoIngenia03/dwi/dti_MD.nii.gz,1:13,2:5,white matter,913.1538082908776,0.0010690572140251624,0.00033994967585404887
2020-09-07 18:06:11,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mniPilot1/dwi/dti_MD.nii.gz,1:12,2:5,white matter,779.8401395228618,0.0009920177204969407,0.00026316036752052386
2020-09-07 18:06:12,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib07/dwi/dti_MD.nii.gz,1:13,2:5,white matter,988.1180124825322,0.0010170732361658216,0.00029359269404937756
2020-09-07 18:06:29,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoSkyra03/dwi/dti_MD.nii.gz,0:13,2:5,white matter,896.6157180918169,0.0009688671182336542,0.0002815259720031293
2020-09-07 18:06:30,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-pavia03/dwi/dti_MD.nii.gz,2:13,2:5,white matter,729.6912111100628,0.0009931259257036854,0.00023253674564666774
2020-09-07 18:06:54,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-fslAchieva01/dwi/dti_MD.nii.gz,0:12,2:5,white matter,829.6173623691666,0.0007062138202771097,0.00028790569746316446
2020-09-07 18:06:57,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tehranS02/dwi/dti_MD.nii.gz,1:12,2:5,white matter,945.4034992109881,0.0010243067891622772,0.0002726121541790633
2020-09-07 18:07:01,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-beijingVerio03/dwi/dti_MD.nii.gz,0:14,2:5,white matter,610.4346481338819,0.0009595960292993111,0.00020041893726464025
2020-09-07 18:07:20,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-beijingVerio04/dwi/dti_MD.nii.gz,0:13,2:5,white matter,635.8846177074618,0.0009756360972396033,0.00023722856391395573
2020-09-07 18:07:28,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-pavia04/dwi/dti_MD.nii.gz,0:13,2:5,white matter,674.0231024052472,0.0012469648347466745,0.00032505682120845806
2020-09-07 18:07:32,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-milan01/dwi/dti_MD.nii.gz,0:9,2:5,white matter,674.2418761750324,0.0008669488289404618,0.00022529607679390036
2020-09-07 18:07:35,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-stanford06/dwi/dti_MD.nii.gz,1:13,2:5,white matter,692.1894359541939,0.0010642780690329578,0.00036458138336189057
2020-09-07 18:07:58,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-cardiff05/dwi/dti_MD.nii.gz,2:13,2:5,white matter,739.0952978429157,0.0009634634531434235,0.0002095998167073092
2020-09-07 18:07:59,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mgh01/dwi/dti_MD.nii.gz,1:13,2:5,white matter,837.1440144540311,0.0009248943557909453,0.0003111309627335067
2020-09-07 18:08:00,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mniS05/dwi/dti_MD.nii.gz,0:14,2:5,white matter,771.1256393994381,0.000935836609388867,0.0001968739452638097
2020-09-07 18:08:04,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib05/dwi/dti_MD.nii.gz,0:13,2:5,white matter,972.1417673224655,0.0009444329008133356,0.0002774212436084788
2020-09-07 18:08:09,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-vuiisIngenia05/dwi/dti_MD.nii.gz,1:13,2:5,white matter,1043.0734317083802,0.0010779070401605488,0.0003462402519720525
2020-09-07 18:08:14,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-cmrra05/dwi/dti_MD.nii.gz,3:12,2:5,white matter,567.092916363055,0.0010338727902795,0.00027288655090152233
2020-09-07 18:08:14,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mpicbs01/dwi/dti_MD.nii.gz,2:12,2:5,white matter,644.2787825386821,0.001005085110404474,0.00020260689316103117
2020-09-07 18:08:15,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib02/dwi/dti_MD.nii.gz,1:14,2:5,white matter,1193.0458648891438,0.000986710265046343,0.00024149472384028407
2020-09-07 18:08:20,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tehranS03/dwi/dti_MD.nii.gz,2:13,2:5,white matter,713.4910051586862,0.0009658116627979321,0.0002607947358457148
2020-09-07 18:08:30,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mniS08/dwi/dti_MD.nii.gz,1:13,2:5,white matter,891.7161958082052,0.001094859395646117,0.00023773087188874088
2020-09-07 18:08:33,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-nwu05/dwi/dti_MD.nii.gz,0:13,2:5,white matter,968.4543038071068,0.0008990581154089676,0.0002623129054268608
2020-09-07 18:08:33,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib01/dwi/dti_MD.nii.gz,0:14,2:5,white matter,1039.8258118857084,0.0009347678683533068,0.0002851034872808547
2020-09-07 18:08:37,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-cmrra01/dwi/dti_MD.nii.gz,0:13,2:5,white matter,907.321884968789,0.0010504735190617748,0.0002060702759537087
