Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,Label,Size [vox],WA(),STD()
2020-09-07 17:57:36,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-balgrist03/anat/mtsat.nii.gz,1:13,2:5,white matter,759.4032002787951,4.337890781500053,2.419174334002219
2020-09-07 17:57:42,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-fslPrisma06/anat/mtsat.nii.gz,4:16,2:5,white matter,935.6265270804307,3.8407671341917107,0.7939228127743678
2020-09-07 17:58:39,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-geneva04/anat/mtsat.nii.gz,4:15,2:5,white matter,699.2909427414642,3.551243385664476,0.74662599808158
2020-09-07 17:59:45,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-vuiisAchieva02/anat/mtsat.nii.gz,3:16,2:5,white matter,1003.7684819100092,5.495496594086751,1.2648562734980802
2020-09-07 18:00:04,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib03/anat/mtsat.nii.gz,1:13,2:5,white matter,893.5859312192854,3.5361973533138022,0.7126958247512207
2020-09-07 18:00:15,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoSkyra03/anat/mtsat.nii.gz,4:16,2:5,white matter,823.1582709889844,4.015400756590817,0.9530529771676647
2020-09-07 18:00:29,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-stanford06/anat/mtsat.nii.gz,8:19,2:5,white matter,753.5268396707111,5.332247682373918,2.2380286603557797
2020-09-07 18:00:46,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mniPilot1/anat/mtsat.nii.gz,4:15,2:5,white matter,802.5855015394997,3.775788016613121,0.9319943602718792
2020-09-07 18:00:49,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-tokyoIngenia03/anat/mtsat.nii.gz,4:16,2:5,white matter,787.7478237549196,6.022027745019127,1.4605367538810705
2020-09-07 18:00:53,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-pavia03/anat/mtsat.nii.gz,4:15,2:5,white matter,735.0498482447164,3.74725450056707,0.8199174749477518
2020-09-07 18:00:54,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-vallHebron07/anat/mtsat.nii.gz,3:17,2:5,white matter,1091.1558170658438,3.6887611011693315,1.078659354979942
2020-09-07 18:00:55,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-oxfordFmrib07/anat/mtsat.nii.gz,2:15,2:5,white matter,1068.6062527573506,2.886548550931403,1.628921517887523
2020-09-07 18:01:26,git-master-c7ec03543192a110e3e3177ae7c4ecefb97600cf,/scratch/jcohen/results_multi/data_processed/sub-mgh01/anat/mtsat.nii.gz,3:14,2:5,white matter,788.5867912632,3.6657497626817133,0.8690829745727697
